RSSI,Type,Error code,Length,Steering angle,Battery voltage,Battery temperature,Throttle input,Brake pressure,Wheel speed,Latitude,Longitude,Time
-87.00,0,0,28,14,0.00,116.78,6,0.00,26.28,38.03644180,-78.51496887,2024-05-04 14:21:57.924797
-90.00,0,0,28,10,0.00,116.78,224,0.00,22.50,38.03643417,-78.51509094,2024-05-04 14:21:58.323804
-88.00,0,0,28,10,0.00,116.78,224,0.00,22.50,38.03643417,-78.51509094,2024-05-04 14:21:58.488921
-85.00,0,0,28,10,0.00,116.78,224,0.00,22.50,38.03643417,-78.51509094,2024-05-04 14:21:58.766208
-85.00,0,0,28,10,0.00,116.78,224,0.00,22.50,38.03643417,-78.51509094,2024-05-04 14:21:58.927775
-94.00,0,0,28,241,0.00,116.78,180,0.01,18.07,38.03640747,-78.51518250,2024-05-04 14:21:59.321575
-91.00,0,0,28,241,0.00,116.78,180,0.01,18.07,38.03640747,-78.51518250,2024-05-04 14:21:59.485867
-88.00,0,0,28,241,0.00,116.78,180,0.01,18.07,38.03640747,-78.51518250,2024-05-04 14:21:59.759525
-94.00,0,0,28,241,0.00,116.78,180,0.01,18.07,38.03640747,-78.51518250,2024-05-04 14:21:59.923289
-102.00,0,0,28,188,0.00,116.78,189,0.01,18.91,38.03634262,-78.51521301,2024-05-04 14:22:00.326503
-98.00,0,0,28,188,0.00,116.78,189,0.01,18.91,38.03634262,-78.51521301,2024-05-04 14:22:00.490128
-103.00,0,0,28,188,0.00,116.78,189,0.01,18.91,38.03634262,-78.51521301,2024-05-04 14:22:00.728183
-98.00,0,0,28,188,0.00,116.78,189,0.01,18.91,38.03634262,-78.51521301,2024-05-04 14:22:00.892976
-98.00,0,0,28,164,0.00,116.78,177,0.01,17.73,38.03627396,-78.51519775,2024-05-04 14:22:01.324521
-101.00,0,0,28,164,0.00,116.78,177,0.01,17.73,38.03627396,-78.51519775,2024-05-04 14:22:01.490444
-101.00,0,0,28,164,0.00,116.78,177,0.01,17.73,38.03627396,-78.51519775,2024-05-04 14:22:01.766924
-91.00,0,0,28,164,0.00,116.78,177,0.01,17.73,38.03627396,-78.51519775,2024-05-04 14:22:01.934893
-89.00,0,0,28,119,0.00,116.78,157,0.01,15.72,38.03623962,-78.51513672,2024-05-04 14:22:02.328201
-85.00,0,0,28,119,0.00,116.78,157,0.01,15.72,38.03623962,-78.51513672,2024-05-04 14:22:02.492693
-88.00,0,0,28,119,0.00,116.78,157,0.01,15.72,38.03623962,-78.51513672,2024-05-04 14:22:02.769276
-90.00,0,0,28,119,0.00,116.78,157,0.01,15.72,38.03623962,-78.51513672,2024-05-04 14:22:02.938024
-93.00,0,0,28,60,0.00,116.78,165,0.01,16.58,38.03626251,-78.51506805,2024-05-04 14:22:03.325838
-92.00,0,0,28,60,0.00,116.78,165,0.01,16.58,38.03626251,-78.51506805,2024-05-04 14:22:03.490598
-90.00,0,0,28,60,0.00,116.78,165,0.01,16.58,38.03626251,-78.51506805,2024-05-04 14:22:03.766982
-88.00,0,0,28,60,0.00,116.78,165,0.01,16.58,38.03626251,-78.51506805,2024-05-04 14:22:03.931928
-94.00,0,0,28,84,0.00,116.78,166,0.01,16.66,38.03627014,-78.51499176,2024-05-04 14:22:04.325914
-95.00,0,0,28,84,0.00,116.78,166,0.01,16.66,38.03627014,-78.51499176,2024-05-04 14:22:04.491133
-103.00,0,0,28,84,0.00,116.78,166,0.01,16.66,38.03627014,-78.51499176,2024-05-04 14:22:04.730441
-89.00,0,0,28,84,0.00,116.78,166,0.01,16.66,38.03627014,-78.51499176,2024-05-04 14:22:04.894882
-93.00,0,0,28,85,0.00,116.78,165,0.01,16.56,38.03627396,-78.51490784,2024-05-04 14:22:05.327919
-94.00,0,0,28,85,0.00,116.78,165,0.01,16.56,38.03627396,-78.51490784,2024-05-04 14:22:05.491810
-90.00,0,0,28,85,0.00,116.78,165,0.01,16.56,38.03627396,-78.51490784,2024-05-04 14:22:05.734511
-95.00,0,0,28,85,0.00,116.78,165,0.01,16.56,38.03627396,-78.51490784,2024-05-04 14:22:05.899586
-98.00,0,0,28,74,0.00,116.78,169,0.01,16.93,38.03628922,-78.51482391,2024-05-04 14:22:06.327245
-99.00,0,0,28,74,0.00,116.78,169,0.01,16.93,38.03628922,-78.51482391,2024-05-04 14:22:06.492411
-94.00,0,0,28,74,0.00,116.78,169,0.01,16.93,38.03628922,-78.51482391,2024-05-04 14:22:06.728035
-101.00,0,0,28,74,0.00,116.78,169,0.01,16.93,38.03628922,-78.51482391,2024-05-04 14:22:06.893115
-92.00,0,0,28,93,0.00,116.78,163,0.01,16.36,38.03628540,-78.51473999,2024-05-04 14:22:07.325901
-97.00,0,0,28,93,0.00,116.78,163,0.01,16.36,38.03628540,-78.51473999,2024-05-04 14:22:07.490624
-100.00,0,0,28,93,0.00,116.78,163,0.01,16.36,38.03628540,-78.51473999,2024-05-04 14:22:07.731978
-96.00,0,0,28,93,0.00,116.78,163,0.01,16.36,38.03628540,-78.51473999,2024-05-04 14:22:07.896443
-98.00,0,0,28,42,0.00,116.78,170,0.01,17.07,38.03632736,-78.51467896,2024-05-04 14:22:08.326032
-99.00,0,0,28,42,0.00,116.78,170,0.01,17.07,38.03632736,-78.51467896,2024-05-04 14:22:08.491006
-102.00,0,0,28,42,0.00,116.78,170,0.01,17.07,38.03632736,-78.51467896,2024-05-04 14:22:08.732082
-95.00,0,0,28,42,0.00,116.78,170,0.01,17.07,38.03632736,-78.51467896,2024-05-04 14:22:08.896567
-103.00,0,0,28,86,0.00,116.78,169,0.01,16.94,38.03638840,-78.51468658,2024-05-04 14:22:09.325038
-95.00,0,0,28,86,0.00,116.78,169,0.01,16.94,38.03638840,-78.51468658,2024-05-04 14:22:09.489884
-101.00,0,0,28,86,0.00,116.78,169,0.01,16.94,38.03638840,-78.51468658,2024-05-04 14:22:09.733206
-99.00,0,0,28,86,0.00,116.78,169,0.01,16.94,38.03638840,-78.51468658,2024-05-04 14:22:09.898294
-102.00,0,0,28,86,0.00,116.78,29,0.03,2.98,38.03640747,-78.51470184,2024-05-04 14:22:10.320695
-104.00,0,0,28,86,0.00,116.78,29,0.03,2.98,38.03640747,-78.51470184,2024-05-04 14:22:10.485666
-114.00,0,0,28,86,0.00,116.78,29,0.03,2.98,38.03640747,-78.51470184,2024-05-04 14:22:10.764144
-100.00,0,0,28,86,0.00,116.78,29,0.03,2.98,38.03640747,-78.51470184,2024-05-04 14:22:10.928816
-114.00,0,0,28,86,0.00,116.78,16,0.06,1.61,38.03641510,-78.51470184,2024-05-04 14:22:11.326977
